nm       Rad_ref     Rad_target  Reflectance
2221.5   8.95        4.48        50.06
2223.9   18.02       18.02       100.00
2226.4   22.65       27.18       120.00
2228.8   27.12       13.56       50.00
2231.2   31.71       4.53        14.29
2233.7   18.18       9.09        50.00
2236.1   9.10        13.65       150.00
2238.5   18.30       18.30       100.00
2241.0   18.50       18.50       100.00
2243.4   9.29        18.58       200.00
2245.8   4.67        9.33        199.79
2248.2   4.70        4.70        100.00
2250.6   18.78       9.39        50.00
2253.0   23.45       4.69        20.00
2255.4   23.50       -4.70       -20.00
2257.9   23.53       4.71        20.02
2260.3   14.15       14.15       100.00
2262.7   4.77        14.31       300.00
2265.1   14.54       4.85        33.36
2267.4   4.88        4.88        100.00
2269.8   14.66       9.77        66.64
2272.2   24.50       -9.80       -40.00
2274.6   14.67       0.00        0.00
2277.0   9.72        4.86        50.00
2279.4   1.00        9.74        974.00
2281.8   4.91        14.73       300.00
2284.1   4.94        14.81       299.80
2286.5   9.88        4.94        50.00
2288.9   24.93       0.00        0.00
2291.3   30.36       5.06        16.67
2293.6   20.30       15.23       75.02
2296.0   5.06        -5.06       -100.00
2298.4   1.00        -15.24      -1524.00
2300.7   -30.63      5.11        -16.68
2303.1   -40.96      10.24       -25.00
2305.4   -5.13       10.26       -200.00
2307.8   10.29       5.15        50.05
2310.1   -5.14       -5.14       100.00
2312.5   -10.32      -10.32      100.00
2314.8   1.00        -5.21       -521.00
2317.1   1.00        -10.42      -1042.00
2319.5   10.36       0.00        0.00
2321.8   26.08       15.65       60.01
2324.1   10.57       5.29        50.05
2326.5   1.00        -10.63      -1063.00
2328.8   -10.57      0.00        0.00
2331.1   10.54       0.00        0.00
2333.4   26.60       0.00        0.00
2335.8   16.11       0.00        0.00
2338.1   10.77       0.00        0.00
2340.4   16.20       0.00        0.00
2342.7   10.84       -10.84      -100.00
2345.0   1.00        0.00        0.00
2347.3   -21.70      16.28       -75.02
2349.6   -10.82      5.41        -50.00
2351.9   -10.84      5.42        -50.00
2354.2   -5.46       5.46        -100.00
2356.5   11.05       16.58       150.05
2358.8   1.00        28.03       2803.00
2361.1   5.62        22.48       400.00
2363.4   11.18       5.59        50.00
2365.7   -11.17      -16.76      150.04
2368.0   1.00        -5.60       -560.00
2370.2   11.20       16.80       150.00
2372.5   16.88       0.00        0.00
2374.8   5.69        0.00        0.00
2377.1   -5.74       -11.47      199.83
2379.3   -22.84      5.71        -25.00
2381.6   -5.70       0.00        0.00
2383.9   -23.04      0.00        0.00
2386.1   -17.54      5.85        -33.35
2388.4   1.00        0.00        0.00
2390.6   11.87       -17.81      -150.04
2392.9   5.98        -5.98       -100.00
2395.1   18.09       6.03        33.33
2397.4   30.38       30.38       100.00
2399.6   12.17       18.26       150.04
2401.9   -18.48      -18.48      100.00
2404.1   -12.57      -25.14      200.00
2406.4   6.30        0.00        0.00
2408.6   -12.58      6.29        -50.00
2410.8   -12.57      18.86       -150.04
2413.1   -12.56      12.56       -100.00
2415.3   6.32        6.32        100.00
2417.5   -12.64      6.32        -50.00
2419.7   -12.62      6.31        -50.00
2421.9   6.35        12.70       200.00
2424.2   19.22       -12.81      -66.65
2426.4   6.46        -6.46       -100.00
2428.6   6.56        19.67       299.85
