nm       Rad_ref     Rad_target  Reflectance
2421.9   5340.35     311.15      5.83
2424.2   5309.75     307.44      5.79
2426.4   5299.56     309.84      5.85
2428.6   5283.33     308.09      5.83
2430.8   5264.22     291.72      5.54
2433.0   5241.65     265.40      5.06
2435.2   5194.80     266.40      5.13
2437.4   5170.32     287.24      5.56
2439.6   5155.15     281.19      5.45
2441.8   5164.80     275.73      5.34
2444.0   5159.93     263.06      5.10
2446.2   5143.82     251.42      4.89
2448.4   5119.80     262.20      5.12
2450.6   5085.63     252.18      4.96
2452.7   5047.68     246.40      4.88
2454.9   5055.05     240.38      4.76
2457.1   5072.82     222.12      4.38
2459.3   5056.13     218.25      4.32
2461.4   5002.47     242.06      4.84
2463.6   4961.70     260.75      5.26
2465.8   4955.12     267.23      5.39
2467.9   4944.50     255.75      5.17
2470.1   4914.00     228.38      4.65
2472.2   4872.24     218.16      4.48
2474.4   4857.16     217.36      4.48
2476.6   4864.50     241.50      4.96
2478.7   4852.08     246.12      5.07
2480.9   4834.83     206.31      4.27
2483.0   4816.65     175.66      3.65
2485.1   4805.37     144.45      3.01
2487.3   4803.39     161.12      3.35
2489.4   4812.21     168.48      3.50
2491.6   4751.78     143.33      3.02
2493.7   4665.21     139.26      2.99
2495.8   4608.20     181.43      3.94
2497.9   4630.55     175.21      3.78
2500.1   4665.38     144.16      3.09
2502.2   4650.35     139.65      3.00
2504.3   4644.27     195.39      4.21
2506.4   4665.19     211.32      4.53
2508.5   4596.24     208.92      4.55
2510.6   4557.15     240.83      5.28
2512.8   4565.76     196.80      4.31
2514.9   4530.38     169.36      3.74
2517.0   4549.35     256.63      5.64
