nm       Rad_ref     Rad_target  Reflectance
893.9    24541.00    15401.03    62.76
895.1    24625.86    15496.71    62.93
896.2    24710.60    15576.16    63.03
897.4    24783.17    15676.70    63.26
898.6    24835.36    15762.86    63.47
899.8    24906.24    15845.24    63.62
900.9    24991.30    15915.55    63.68
902.1    25042.16    15990.38    63.85
903.3    25095.04    16071.87    64.04
904.4    25140.65    16174.19    64.33
905.6    25175.30    16242.84    64.52
906.8    25216.80    16314.31    64.70
907.9    25295.42    16379.66    64.75
909.1    25340.16    16444.71    64.90
910.3    25353.67    16496.97    65.07
911.4    25372.87    16558.49    65.26
912.6    25380.13    16599.23    65.40
913.7    25420.88    16660.03    65.54
914.9    25432.66    16712.28    65.71
916.0    25457.07    16758.39    65.83
917.2    25474.80    16805.98    65.97
918.4    25496.60    16865.25    66.15
919.5    25497.45    16911.96    66.33
920.7    25524.22    16947.74    66.40
921.8    25529.79    16976.60    66.50
923.0    25545.58    17042.39    66.71
924.1    25566.45    17083.63    66.82
925.3    25593.48    17168.58    67.08
926.4    25667.93    17227.08    67.12
927.5    25699.69    17258.94    67.16
928.7    25712.99    17321.10    67.36
929.8    25744.12    17397.32    67.58
931.0    25805.36    17465.38    67.68
932.1    25866.85    17511.51    67.70
933.3    25933.22    17589.45    67.83
934.4    25974.81    17668.07    68.02
935.5    26000.71    17723.30    68.16
936.7    26021.77    17787.54    68.36
937.8    26068.53    17806.88    68.31
939.0    26058.82    17841.47    68.47
940.1    26092.03    17893.94    68.58
941.2    26171.93    17939.22    68.54
942.4    26263.93    18038.54    68.68
943.5    26310.36    18101.08    68.80
944.6    26280.80    18165.52    69.12
945.8    26369.75    18245.98    69.19
946.9    26426.55    18308.79    69.28
948.0    26450.87    18351.14    69.38
949.1    26509.94    18372.03    69.30
950.3    26602.17    18455.33    69.38
951.4    26651.32    18506.75    69.44
952.5    26687.74    18580.25    69.62
953.6    26753.82    18664.48    69.76
954.8    26865.40    18709.06    69.64
955.9    26911.30    18797.90    69.85
957.0    26911.58    18810.65    69.90
958.1    26896.35    18819.60    69.97
959.2    26927.05    18858.63    70.04
960.4    26991.27    18932.19    70.14
961.5    27074.88    18969.55    70.06
962.6    27073.57    19025.62    70.27
963.7    26999.90    19049.12    70.55
964.8    27089.44    19045.21    70.30
966.0    27093.33    19079.27    70.42
967.1    27096.15    19072.82    70.39
968.2    27075.67    19094.72    70.52
969.3    27017.49    19062.46    70.56
970.4    26928.72    19110.00    70.97
971.5    26992.14    19049.96    70.58
972.6    26946.80    19095.06    70.86
973.8    26900.69    19086.57    70.95
974.9    26949.47    19076.87    70.79
976.0    26877.40    19045.57    70.86
977.1    26826.13    19024.79    70.92
978.2    26825.38    19002.44    70.84
979.3    26800.32    19025.44    70.99
980.4    26881.60    19059.14    70.90
981.5    26867.86    19116.95    71.15
982.6    26709.36    19082.49    71.44
983.7    26730.47    19077.42    71.37
984.8    26814.46    19132.22    71.35
985.9    26808.48    19163.35    71.48
987.0    26911.10    19115.56    71.03
988.1    26877.75    19190.71    71.40
989.2    26879.42    19122.90    71.14
990.9    25675.39    18776.22    73.13
994.8    25526.18    18816.54    73.71
998.6    25254.38    18706.95    74.07
1002.5   25200.06    18777.88    74.52
1006.4   25166.40    18848.59    74.90
1010.2   24989.63    18805.88    75.25
1014.1   24774.56    18761.63    75.73
1018.0   24668.78    18773.59    76.10
1021.8   24848.46    18996.93    76.45
1025.7   25277.13    19406.54    76.78
1029.5   25718.14    19845.70    77.17
1033.4   26073.82    20199.24    77.47
1037.2   26167.31    20380.07    77.88
1041.1   26314.47    20571.23    78.17
1045.0   26466.26    20764.50    78.46
1048.8   26521.74    20906.75    78.83
1052.7   26394.68    20874.62    79.09
1056.5   26264.83    20848.12    79.38
1060.4   26202.99    20876.13    79.67
1064.2   26301.08    21024.94    79.94
1068.1   26404.21    21180.01    80.21
1071.9   26364.03    21242.52    80.57
1075.8   26081.44    21066.64    80.77
1079.6   25729.76    20847.16    81.02
1083.4   25508.43    20738.34    81.30
1087.3   25452.78    20738.81    81.48
1091.1   25401.15    20754.20    81.71
1095.0   25268.81    20704.58    81.94
1098.8   25051.95    20579.29    82.15
1102.7   24942.03    20520.69    82.27
1106.5   25019.26    20623.33    82.43
1110.3   25098.51    20716.52    82.54
1114.2   25026.00    20686.74    82.66
1118.0   24985.01    20670.51    82.73
1121.8   25062.07    20743.38    82.77
1125.7   25123.37    20799.97    82.79
1129.5   25121.61    20806.72    82.82
1133.3   25171.84    20837.66    82.78
1137.2   25211.27    20830.37    82.62
1141.0   25153.71    20713.84    82.35
1144.8   25055.10    20553.69    82.03
1148.6   24977.13    20411.48    81.72
1152.4   24979.58    20341.50    81.43
1156.3   24984.81    20290.43    81.21
1160.1   24923.36    20185.55    80.99
1163.9   24747.35    20006.34    80.84
1167.7   24576.42    19840.75    80.73
1171.6   24391.83    19679.20    80.68
1175.4   24258.04    19537.63    80.54
1179.2   24223.89    19494.09    80.47
1183.0   24342.66    19577.68    80.43
1186.8   24405.46    19631.31    80.44
1190.6   24358.32    19605.24    80.49
1194.4   24278.31    19548.33    80.52
1198.2   24148.15    19448.50    80.54
1202.1   24038.17    19373.84    80.60
1205.9   23938.40    19320.00    80.71
1209.7   23877.44    19301.53    80.84
1213.5   23824.01    19295.37    80.99
1217.3   23807.76    19328.51    81.19
1221.1   23802.89    19397.86    81.49
1224.9   23775.36    19436.89    81.75
1228.7   23727.01    19454.01    81.99
1232.5   23598.64    19389.82    82.16
1236.3   23432.23    19304.59    82.38
1240.1   23219.02    19162.92    82.53
1243.9   23080.92    19092.51    82.72
1247.7   23017.55    19074.92    82.87
1251.5   23016.51    19108.05    83.02
1255.2   22982.50    19125.24    83.22
1259.1   22921.52    19106.91    83.36
1262.8   22841.73    19062.68    83.46
1266.6   22808.32    19050.88    83.53
1270.4   22764.47    19027.50    83.58
1274.2   22784.76    19051.24    83.61
1278.0   22792.48    19067.65    83.66
1281.8   22745.42    19023.02    83.63
1285.6   22644.49    18944.31    83.66
1289.3   22554.56    18869.33    83.66
1293.1   22514.99    18828.81    83.63
1296.9   22440.04    18768.71    83.64
1300.7   22327.73    18658.85    83.57
1304.4   22171.05    18498.27    83.43
1308.2   22000.23    18317.49    83.26
1312.0   21796.11    18084.59    82.97
1315.8   21571.55    17832.10    82.66
1319.5   21441.78    17664.60    82.38
1323.3   21355.82    17532.24    82.10
1327.1   21184.60    17292.29    81.63
1330.8   20947.99    16985.43    81.08
1334.6   20712.62    16681.10    80.54
1338.4   20649.51    16520.96    80.01
1342.1   20610.94    16383.50    79.49
1345.9   20461.00    16135.00    78.86
1349.7   20117.18    15725.03    78.17
1353.4   19700.84    15257.95    77.45
1357.2   19332.01    14861.27    76.87
1360.9   19061.02    14551.21    76.34
1364.7   18880.23    14317.39    75.83
1368.4   18952.23    14269.83    75.29
1372.2   19123.41    14270.73    74.62
1375.9   19195.20    14145.30    73.69
1379.7   19008.29    13751.28    72.34
1383.4   18793.31    13259.84    70.56
1387.2   18819.22    12881.10    68.45
1390.9   18911.50    12519.76    66.20
1394.7   18877.32    11999.30    63.56
1398.4   18772.70    11423.24    60.85
1402.2   18710.04    10899.73    58.26
1405.9   18695.29    10450.72    55.90
1409.7   18654.68    10038.73    53.81
1413.4   18583.91    9658.70     51.97
1417.1   18556.80    9357.12     50.42
1420.9   18546.66    9121.14     49.18
1424.6   18498.50    8917.81     48.21
1428.3   18462.36    8742.77     47.35
1432.1   18396.56    8582.74     46.65
1435.8   18326.66    8435.64     46.03
1439.5   18297.57    8346.26     45.61
1443.2   18238.34    8255.68     45.27
1447.0   18154.18    8166.86     44.99
1450.7   18057.36    8088.54     44.79
1454.4   18038.03    8060.86     44.69
1458.1   18056.48    8061.21     44.64
1461.9   18045.76    8057.83     44.65
1465.6   17990.89    8046.58     44.73
1469.3   17903.53    8040.66     44.91
1473.0   17887.54    8087.88     45.22
1476.7   17863.19    8138.33     45.56
1480.4   17908.46    8243.24     46.03
1484.2   17984.53    8377.91     46.58
1487.9   17954.96    8469.51     47.17
1491.6   17864.01    8528.16     47.74
1495.3   17731.70    8565.64     48.31
1499.0   17757.32    8673.56     48.84
1502.7   17780.27    8799.00     49.49
1506.4   17782.46    8911.94     50.12
1510.1   17710.54    8991.45     50.77
1513.8   17578.96    9024.65     51.34
1517.5   17424.68    9046.13     51.92
1521.2   17351.05    9099.80     52.45
1524.9   17323.23    9183.59     53.01
1528.6   17269.33    9246.67     53.54
1532.3   17191.20    9293.38     54.06
1536.0   17092.11    9331.34     54.59
1539.7   17005.76    9363.20     55.06
1543.4   16917.60    9393.60     55.53
1547.1   16825.34    9414.22     55.95
1550.7   16728.00    9432.00     56.38
1554.4   16657.87    9463.88     56.81
1558.1   16572.60    9486.18     57.24
1561.8   16489.41    9503.82     57.64
1565.5   16421.74    9530.37     58.04
1569.1   16347.16    9546.58     58.40
1572.8   16296.54    9577.31     58.77
1576.5   16240.49    9599.42     59.11
1580.2   16201.34    9635.26     59.47
1583.8   16140.10    9650.84     59.79
1587.5   16098.47    9680.13     60.13
1591.2   16058.85    9705.65     60.44
1594.8   16041.84    9750.70     60.78
1598.5   16038.88    9798.36     61.09
1602.2   16013.73    9829.98     61.38
1605.8   15961.22    9843.64     61.67
1609.5   15870.92    9825.14     61.91
1613.2   15784.97    9816.68     62.19
1616.8   15728.17    9817.34     62.42
1620.5   15681.48    9823.93     62.65
1624.2   15624.18    9823.93     62.88
1627.8   15556.55    9817.74     63.11
1631.5   15497.49    9820.91     63.37
1635.1   15447.71    9816.68     63.55
1638.8   15402.98    9815.09     63.72
1642.4   15332.57    9789.91     63.85
1646.1   15264.22    9772.51     64.02
1649.7   15182.65    9727.62     64.07
1653.3   15091.70    9678.24     64.13
1657.0   14990.93    9614.05     64.13
1660.6   14899.02    9549.71     64.10
1664.3   14793.83    9471.00     64.02
1667.9   14686.55    9392.63     63.95
1671.6   14572.65    9301.17     63.83
1675.2   14479.92    9222.84     63.69
1678.8   14437.95    9161.54     63.45
1682.4   14440.91    9124.65     63.19
1686.1   14454.03    9098.38     62.95
1689.7   14396.79    9020.46     62.66
1693.3   14287.46    8916.09     62.41
1697.0   14160.38    8806.80     62.19
1700.6   14051.14    8697.01     61.90
1704.2   13928.27    8581.98     61.62
1707.8   13751.17    8425.52     61.27
1711.4   13583.66    8271.45     60.89
1715.1   13488.49    8161.21     60.50
1718.7   13438.64    8092.18     60.22
1722.3   13412.51    8038.04     59.93
1725.9   13417.42    8004.26     59.66
1729.5   13416.07    7976.64     59.46
1733.1   13393.77    7957.76     59.41
1736.7   13363.85    7937.12     59.39
1740.3   13329.17    7912.24     59.36
1743.9   13296.95    7875.36     59.23
1747.6   13221.42    7814.15     59.10
1751.2   13122.79    7724.68     58.86
1754.8   13016.16    7636.97     58.67
1758.3   12901.11    7537.89     58.43
1761.9   12797.43    7460.28     58.30
1765.5   12727.05    7401.63     58.16
1769.1   12669.18    7360.58     58.10
1772.7   12634.44    7331.64     58.03
1776.3   12629.92    7319.78     57.96
1779.9   12630.45    7323.49     57.98
1783.5   12586.15    7299.18     57.99
1787.1   12508.79    7259.29     58.03
1790.7   12406.90    7207.11     58.09
1794.2   12278.40    7141.68     58.16
1797.8   12180.96    7090.13     58.21
1801.4   12080.82    7043.70     58.30
1805.0   11999.95    7010.81     58.42
1808.6   11881.67    6949.66     58.49
1812.1   11737.28    6872.63     58.55
1815.7   11526.51    6748.29     58.55
1819.3   11415.44    6691.91     58.62
1822.8   11353.72    6666.52     58.72
1826.4   11339.88    6673.72     58.85
1830.0   11293.70    6650.91     58.89
1833.5   11150.28    6559.32     58.83
1837.1   10983.66    6455.05     58.77
1840.7   10855.76    6369.83     58.68
1844.2   10782.81    6305.53     58.48
1847.8   10795.54    6288.54     58.25
1851.3   10716.06    6192.56     57.79
1854.9   10722.98    6124.43     57.11
1858.4   10712.24    6025.64     56.25
1862.0   10668.92    5879.39     55.11
1865.5   10516.19    5658.80     53.81
1869.1   10278.69    5352.68     52.08
1872.6   10129.29    5060.70     49.96
1876.2   10247.74    4877.03     47.59
1879.7   10441.63    4715.84     45.16
1883.2   10590.67    4497.52     42.47
1886.8   10569.65    4190.51     39.65
1890.3   10547.21    3882.44     36.81
1893.8   10452.00    3578.25     34.24
1897.4   10326.63    3294.71     31.90
1900.9   10328.71    2882.11     27.90
1903.7   10244.52    2793.96     27.27
1906.5   10164.38    2668.80     26.26
1909.2   10146.24    2555.28     25.18
1912.0   10090.92    2471.07     24.49
1914.8   9933.70     2398.90     24.15
1917.5   9869.86     2314.78     23.45
1920.2   9912.14     2255.33     22.75
1923.0   9934.65     2241.15     22.56
1925.8   9954.22     2196.44     22.07
1928.5   10004.14    2170.83     21.70
1931.2   10042.51    2163.18     21.54
1934.0   10076.00    2167.00     21.51
1936.7   10082.08    2164.14     21.47
1939.4   10045.65    2161.60     21.52
1942.2   10007.34    2163.63     21.62
1944.9   9970.20     2175.00     21.82
1947.6   9929.57     2181.40     21.97
1950.3   9873.92     2192.40     22.20
1953.1   9834.24     2198.52     22.36
1955.8   9843.20     2214.72     22.50
1958.5   9841.43     2257.45     22.94
1961.2   9828.64     2297.36     23.37
1963.9   9779.72     2314.95     23.67
1966.6   9719.04     2319.36     23.86
1969.3   9697.56     2359.28     24.33
1972.0   9689.60     2395.91     24.73
1974.7   9664.00     2431.10     25.16
1977.4   9620.33     2462.96     25.60
1980.1   9570.72     2480.31     25.92
1982.8   9540.24     2495.55     26.16
1985.5   9529.25     2535.06     26.60
1988.2   9523.06     2585.16     27.15
1990.8   9478.26     2629.26     27.74
1993.5   9407.26     2657.66     28.25
1996.2   9394.00     2679.60     28.52
1998.9   9405.55     2710.40     28.82
2001.6   9383.66     2732.88     29.12
2004.2   9355.45     2761.90     29.52
2006.9   9305.96     2799.23     30.08
2009.6   9270.87     2825.67     30.48
2012.2   9231.60     2853.76     30.91
