nm       Rad_ref     Rad_target  Reflectance
1624.2   15624.18    6020.44     38.53
1627.8   15556.55    6046.09     38.87
1631.5   15497.49    6074.73     39.20
1635.1   15447.71    6088.75     39.42
1638.8   15402.98    6111.00     39.67
1642.4   15332.57    6116.04     39.89
1646.1   15264.22    6112.38     40.04
1649.7   15182.65    6091.95     40.12
1653.3   15091.70    6064.18     40.18
1657.0   14990.93    6026.40     40.20
1660.6   14899.02    5995.76     40.24
1664.3   14793.83    5965.50     40.32
1667.9   14686.55    5929.93     40.38
1671.6   14572.65    5895.45     40.46
1675.2   14479.92    5866.02     40.51
1678.8   14437.95    5841.52     40.46
1682.4   14440.91    5830.24     40.37
1686.1   14454.03    5816.49     40.24
1689.7   14396.79    5763.68     40.03
1693.3   14287.46    5684.59     39.79
1697.0   14160.38    5599.58     39.54
1700.6   14051.14    5516.37     39.26
1704.2   13928.27    5431.21     38.99
1707.8   13751.17    5319.64     38.68
1711.4   13583.66    5222.18     38.44
1715.1   13488.49    5149.61     38.18
1718.7   13438.64    5097.93     37.93
1722.3   13412.51    5052.23     37.67
1725.9   13417.42    5019.32     37.41
1729.5   13416.07    4985.40     37.16
1733.1   13393.77    4951.29     36.97
1736.7   13363.85    4916.30     36.79
1740.3   13329.17    4874.34     36.57
1743.9   13296.95    4826.83     36.30
1747.6   13221.42    4757.09     35.98
1751.2   13122.79    4679.74     35.66
1754.8   13016.16    4598.10     35.33
1758.3   12901.11    4516.86     35.01
1761.9   12797.43    4445.67     34.74
1765.5   12727.05    4387.02     34.47
1769.1   12669.18    4340.18     34.26
1772.7   12634.44    4309.08     34.11
1776.3   12629.92    4288.84     33.96
1779.9   12630.45    4277.57     33.87
1783.5   12586.15    4252.04     33.78
1787.1   12508.79    4219.94     33.74
1790.7   12406.90    4185.27     33.73
1794.2   12278.40    4151.55     33.81
1797.8   12180.96    4126.33     33.88
1801.4   12080.82    4105.38     33.98
1805.0   11999.95    4090.96     34.09
1808.6   11881.67    4060.55     34.17
1812.1   11737.28    4019.03     34.24
1815.7   11526.51    3960.51     34.36
1819.3   11415.44    3936.74     34.49
1822.8   11353.72    3916.88     34.50
1826.4   11339.88    3913.97     34.52
1830.0   11293.70    3890.41     34.45
1833.5   11150.28    3832.38     34.37
1837.1   10983.66    3755.07     34.19
1840.7   10855.76    3696.30     34.05
1844.2   10782.81    3637.19     33.73
1847.8   10795.54    3602.95     33.37
1851.3   10716.06    3505.03     32.71
1854.9   10722.98    3421.04     31.90
1858.4   10712.24    3304.84     30.85
1862.0   10668.92    3160.22     29.62
1865.5   10516.19    2949.80     28.05
1869.1   10278.69    2695.73     26.23
1872.6   10129.29    2435.61     24.05
1876.2   10247.74    2213.58     21.60
1879.7   10441.63    2015.90     19.31
1883.2   10590.67    1806.45     17.06
1886.8   10569.65    1589.36     15.04
1890.3   10547.21    1393.46     13.21
1893.8   10452.00    1228.50     11.75
1897.4   10326.63    1103.57     10.69
1900.9   10328.71    744.66      7.21
1903.7   10244.52    704.46      6.88
1906.5   10164.38    688.05      6.77
1909.2   10146.24    636.48      6.27
1912.0   10090.92    576.87      5.72
1914.8   9933.70     539.35      5.43
1917.5   9869.86     542.88      5.50
1920.2   9912.14     558.53      5.63
1923.0   9934.65     555.27      5.59
1925.8   9954.22     555.50      5.58
1928.5   10004.14    550.35      5.50
1931.2   10042.51    552.43      5.50
1934.0   10076.00    539.00      5.35
1936.7   10082.08    526.83      5.23
1939.4   10045.65    535.58      5.33
1942.2   10007.34    555.71      5.55
1944.9   9970.20     561.15      5.63
1947.6   9929.57     566.33      5.70
1950.3   9873.92     576.52      5.84
1953.1   9834.24     579.18      5.89
1955.8   9843.20     584.44      5.94
